bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,bar,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,cuisine,timeslots,timeslots,timeslots,timeslots,timeslots,timeslots,timeslots,timeslots,timeslots,content,content,content,content,content,content,content,categories,categories,categories,categories,categories
categoria,nome_it,attivo,prezzo,descrizione_it,nome_en,descrizione_en,tipo,all_1_glutine,all_2_crostacei,all_3_uova,all_4_pesce,all_5_arachidi,all_6_soia,all_7_latte,all_8_frutta_a_guscio,all_9_sedano,all_10_senape,all_11_sesamo,all_12_solfiti,all_13_lupini,all_14_molluschi,ordine_categoria,ordine_prodotto,categoria,nome_it,attivo,prezzo,descrizione_it,nome_en,descrizione_en,tipo,all_1_glutine,all_2_crostacei,all_3_uova,all_4_pesce,all_5_arachidi,all_6_soia,all_7_latte,all_8_frutta_a_guscio,all_9_sedano,all_10_senape,all_11_sesamo,all_12_solfiti,all_13_lupini,all_14_molluschi,ordine_categoria,ordine_prodotto,id_fascia,etichetta_it,etichetta_en,giorno,apertura,chiusura,e_cucina,mostra_hero,mostra_info,tipo,etichetta_it,etichetta_en,testo_it,testo_en,link,stile,id,etichetta_it,etichetta_en,ordine,menu
beers,IPA Artigianale,VERO,6.00,Birra artigianale 33cl,Craft IPA,Craft beer 33cl,vegano,VERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,1,1,first_courses,Carbonara,VERO,12.00,"Spaghetti, uova, guanciale, pecorino",Carbonara,"Spaghetti, eggs, guanciale, cheese",standard,VERO,FALSO,VERO,FALSO,FALSO,FALSO,VERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,1,1,opening,Apertura,Opening,lun,07:00,23:00,FALSO,FALSO,VERO,intestazione_cucina,Piatti del Giorno,Daily Specials,Scopri i nostri piatti del giorno!,Discover our daily specials!,,scheda,beers,Birre,Beers,1,bar
beers,Weiss,VERO,7.00,Birra di frumento 50cl,Wheat Beer,Wheat beer 50cl,vegano,VERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,1,2,first_courses,Amatriciana,VERO,11.50,"Spaghetti, pomodoro, guanciale",Amatriciana,"Spaghetti, tomato, guanciale",standard,VERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,1,2,opening,Apertura,Opening,mar,07:00,23:00,FALSO,FALSO,VERO,intestazione_bar,Bevande,Drinks,Ampia selezione di vini e cocktail.,Wide selection of wines and cocktails.,,semplice,cocktails,Cocktail,Cocktails,2,bar
cocktails,Negroni,VERO,8.00,"Gin, Vermouth, Campari",Negroni,"Gin, Vermouth, Campari",vegano,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERO,FALSO,FALSO,2,1,first_courses,Pasta al Pomodoro,VERO,9.00,Spaghetti con salsa di pomodoro fresco,Tomato Pasta,Spaghetti with fresh tomato sauce,vegano,VERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,1,3,opening,Apertura,Opening,mer,07:00,23:00,FALSO,FALSO,VERO,testo,Chi Siamo,About Us,"Benvenuti nel nostro locale! Offriamo prodotti freschi e di qualità, selezionati con cura per garantirvi un'esperienza indimenticabile.","Welcome to our place! We offer fresh, quality products, carefully selected to guarantee you an unforgettable experience.",,scheda,soft_drinks,Analcolici,Soft Drinks,3,bar
cocktails,Spritz,VERO,6.00,"Aperol, Prosecco, Soda",Spritz,"Aperol, Prosecco, Soda",vegano,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERO,FALSO,FALSO,2,2,main_courses,Tagliata di Manzo,VERO,18.00,"Rucola, grana e pachino",Sliced Beef,"Arugula, parmesan, cherry tomatoes",standard,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,1,opening,Apertura,Opening,gio,07:00,23:00,FALSO,FALSO,VERO,testo,Eventi,Events,Ogni venerdì musica dal vivo a partire dalle 22:00.,Live music every Friday starting at 10 PM.,,semplice,snacks,Snack,Snacks,4,bar
cocktails,White Russian,VERO,9.00,"Vodka, Kahlua, Panna",White Russian,"Vodka, Kahlua, Cream",vegetariano,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERO,FALSO,FALSO,FALSO,FALSO,VERO,FALSO,FALSO,2,3,main_courses,Insalata Caprese,VERO,10.00,"Mozzarella, pomodoro, basilico",Caprese Salad,"Mozzarella, tomato, basil",vegetariano,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,2,2,opening,Apertura,Opening,ven,07:00,23:00,FALSO,FALSO,VERO,azione,Prenota un Tavolo,Book a Table,,,tel:+390612345678,primario,first_courses,Primi,First Courses,1,cucina
soft_drinks,Coca Cola,VERO,3.50,33cl vetro,Coke,33cl glass bottle,vegano,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,3,1,main_courses,Buddha Bowl,VERO,14.00,"Quinoa, verdure grigliate, hummus",Buddha Bowl,"Quinoa, grilled vegetables, hummus",vegano,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERO,FALSO,FALSO,FALSO,2,3,opening,Apertura,Opening,sab,08:00,01:00,FALSO,FALSO,VERO,azione,Scrivici su WhatsApp,Message us on WhatsApp,,,https://wa.me/391234567890,secondario,main_courses,Secondi,Main Courses,2,cucina
soft_drinks,Succo di Frutta,VERO,3.00,Pesca o Albicocca,Fruit Juice,Peach or Apricot,vegano,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,3,2,desserts,Tiramisù,VERO,6.00,Fatto in casa,Tiramisu,Homemade,vegetariano,VERO,FALSO,VERO,FALSO,FALSO,FALSO,VERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,3,1,opening,Apertura,Opening,dom,08:00,01:00,FALSO,FALSO,VERO,,,,,,,desserts,Dolci,Desserts,3,cucina
snacks,Bruschetta Classica,VERO,5.00,"Pomodoro, aglio, basilico",Classic Bruschetta,"Tomato, garlic, basil",vegano,VERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,4,1,desserts,Sorbetto al Limone,VERO,5.00,Fresco e leggero,Lemon Sorbet,Fresh and light,vegano,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,3,2,lunch,Pranzo,Lunch,lun,12:00,15:00,VERO,VERO,VERO,,,,,,,,,,,
snacks,Tagliere Formaggi,VERO,12.00,Selezione di formaggi locali,Cheese Board,Selection of local cheeses,vegetariano,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,VERO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,FALSO,4,2,,,,,,,,,,,,,,,,,,,,,,,lunch,Pranzo,Lunch,mar,12:00,15:00,VERO,VERO,VERO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lunch,Pranzo,Lunch,mer,12:00,15:00,VERO,VERO,VERO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lunch,Pranzo,Lunch,gio,12:00,15:00,VERO,VERO,VERO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lunch,Pranzo,Lunch,ven,12:00,15:00,VERO,VERO,VERO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lunch,Pranzo,Lunch,sab,12:30,15:30,VERO,VERO,VERO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lunch,Pranzo,Lunch,dom,12:30,15:30,VERO,VERO,VERO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aperitivo,Aperitivo,Aperitivo,lun,18:00,20:00,FALSO,VERO,FALSO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aperitivo,Aperitivo,Aperitivo,mar,18:00,20:00,FALSO,VERO,FALSO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aperitivo,Aperitivo,Aperitivo,mer,18:00,20:00,FALSO,VERO,FALSO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aperitivo,Aperitivo,Aperitivo,gio,18:00,20:00,FALSO,VERO,FALSO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aperitivo,Aperitivo,Aperitivo,ven,18:00,20:00,FALSO,VERO,FALSO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aperitivo,Aperitivo,Aperitivo,sab,18:00,20:00,FALSO,VERO,FALSO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dinner,Cena,Dinner,lun,19:00,22:30,VERO,VERO,VERO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dinner,Cena,Dinner,mar,19:00,22:30,VERO,VERO,VERO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dinner,Cena,Dinner,mer,19:00,22:30,VERO,VERO,VERO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dinner,Cena,Dinner,gio,19:00,22:30,VERO,VERO,VERO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dinner,Cena,Dinner,ven,19:00,22:30,VERO,VERO,VERO,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dinner,Cena,Dinner,sab,19:00,23:00,VERO,VERO,VERO,,,,,,,,,,,
